你好 请 讲 其他   喂 您好   先生 嗯 请 讲   你 帮 我查 一下 我 这个 手机 呃订 了 哪些 套餐 能 看得出来 吗
您好 请 说   喂 你好 那个 我 这 张卡 不是 那个 那个 什么 九元 套餐 的 卡 吗   嗯 嗯 对 是 的 然后 呢   然后 就是 它 不是 有个 什么 每天 一元 无 百兆 流量 那个 还是 天开 就 开始 自己 生效 了 还是 要 去 开通 啊
请 说   喂 你好 诶 你好 呃 我 问 一下 就是 这个 手机 上 现在 有 多少 的 套餐 有 现在 这个 这 这个 月 的 有 多少 业务 他 那边   没 收费 的话 目前 是 三十八 一个月 的 套餐 其他 的话 给 您 看 过去   就 没有 了 八 其他 套餐 都 取消 掉 只有 一个 三十八 套餐 可以 吗
您好 很 高兴 为您服务   喂 你好 请问 一下 就是 现在 现在 我 手机 现在 你们 那个 有 就是说 现在 订 的 是 什么 套餐 啊 你们 那边 能帮 我查 一下 吗   这 张卡 是 吧 呃 对 对 张卡 现在 是 五十八 元 套餐 然后 下个月 换成 新飞 享 八十八 了 新飞 享 新飞 享 八十八 对   噢 就是说 我 这个 就是 现在 费用 的 有 电话线 就是 那个 八十八 的
您好 请 讲   哎 你好 请 帮 我查 一下 这个 本机 它 有 来电 提醒 的 这个 功能 吗 哦 就 有没有 办 这个 来电 提醒 的 业务   噢 它 这边 有 办理 的   有 办理 啊 但是 它 它 有 办理 的话 比如说 还有 他 就 提醒 多 没有 设置 多
您好 请 说   你好 我 想 问 一下 我 这个 手机 上 现在 是 什么 套餐   手机 套餐 是 吧 您 稍等一下 我 给 您 查 一下 理解 您好 先生 这个 现在 办 的 是 五十八 的 全球通 飞享 套餐 五百 兆 的 国内 流量 然后 一百 分钟 本地 打 呃 就是 全国 通话 加个 来电显示 一个月 五十八   噢 啊 这个 有 什么 套餐 就是 跟 我 这个 价钱 差不多 得 有 那种 流量 多一点 的 吗
下午 好 请 讲   你好 你 帮 我 看 一下 我 除了 套餐 以外 还有 什么 订阅 的 吗   呃 您 的 套餐 的话 就是 一个 五八 套餐 另外 的话 呢 还有 一个 彩铃 六块 噢 还有 一个 是 吗 和 娱乐 包 两块 这 两个 没什么 用 我 帮 您 取消 一下 呗   好 可以
您好 您 说   诶 我 想查 一下 我 这个 号码 又 把 那些 什么 业务 啊   您 幺 八八 套餐 您 额外 有 一个 来电 提醒 两块钱 还有 五十块 钱 一个 g 的 流量 包 就 这些   五 五十块 钱 一个 g 的 流量 包帮 我 取消 掉
幺 幺 您好 很 高兴 为您服务   噢 行行行   你 好好   啊 我 我 请问 一下 请问 一下 噢 我 这个 手 我 这个 号码 有没有 办 那个 港澳台 的 那个 啊 优惠 套餐 啦
您好 请 说   你好 我 这个 卡   嗯   是 什么 套餐 了
您好 请 说 您好   哎 你好   诶 您好 请问   麻烦 麻烦 你 一下 那 我 现帮 我查 一下 我 现在 用 的 是 哪 一种 套餐 啊
您好 您 请 说   你好 帮 我 本机 查询 我本机 是不是 连 那个 呃 上网 功能 也 不能 那个 短信 功能 也关 了 吗   呃 对 上网 功能 是 关着 的 那 短信 功能 没 有关 正常 开着   那 我 发短信 都 发 不了
您好 请 讲   诶 麻 麻烦 你 就是 帮 我查 一下 我 我 这个 是 二八 套餐 另外 还 没什么 交 什么 钱 啊 什么 费用 我 看看   噢 您 这个 是 属于 一个 二十八 元 套餐 里面 的话 没有 其他 增值 业务 只有 一个 二十八 元 套餐   噢 那 刚才 那个 店 店铺 那个 人 告诉 我 他 讲 什么 他 可能 忽悠 我 可能 他 讲 怎么 还有 什么 交 一百块 钱 流量 费 不要 没有 啊 没有 一百块 钱 的 流量 费 啊 只有 二十八 块 嘛 一个月 扣 噢
您好 您 说   呃 你好 帮 我查 了 一下 就是 我 想 问 一下 我 这边 因为 我 手机 有办 了 一个 ip 的 一个 免 流量 也 流量 套餐 吗   呃 爱奇艺 的 这个 是 四 g 流量 包嘛 是 吧   是 的 我 不 知道 我 有没有 办 成功
的 帮助 吗 你好   哎 你好 啊 我 想查 一下 宽带 的 到期 情况   宽带 是 吗 那 您 有 他 的 宽带 账号 跟 密码 吗   噢 我 也 我 也 号 号码 多少 才 状态 是 幺 三八
嗯 嗯 嗯 嗯 嗯 嗯 你好   我 想 问 一下 我 现在 这个 是 什么 套餐 呐   请 您 稍等一下 现在 是 八十八 的 商旅 套餐   呃 是 什么 内容 啊
您好 请问 什么 可以 帮助 您   啊 麻烦 你 帮 我查 一下 这个 卡 到底 还有 什么 要 扣费 吗 我 不是 包月 嘛 然后 还有 分钟 送 分钟 送 呢 他 还 没 怎么 怎么 打 呀 每天 要 扣钱 嘞   它 每天 扣 的 是 之前 不是 有办 了 一个 宽带 的 活动 买 一年 送 一年 的 活动 吗 就 查 一个 费用   噢 那 还要 扣 吗 不是 说 买 你 说 你 然后 就是说 把 费用 返还 过来 用来 抵扣 的
没有   嗯 您好 很 高兴 为您服务   可以 帮 我 这 张卡 的 业务 是 什么   您 用 的 是 五十块 钱 的 流量 卡 套餐
您好 请 讲   你 的 意思 二二零五   你好   大学生 你好 诶 我 这个 手机 里面 套餐 嗯 又 好像 什么 什么 彩铃 啊 什么 之类 的 帮 我 看 一下 你 有 开 那个 要 的 额外 的
您好 请 讲   你好 我 现在 好像 是 有 一个 套餐 是 五十 的 五十元 一个月 的 是不是 在 现在 费用 那个 套餐 然后 我 现在 要 改要 取消 了   改 多少 的 呀   呃 我 这边 移动 那边 可以 规定 还是 要 跟 你 点
诶 您好 请 说   喂 你好 诶 你 帮 我查 一下 就是 我 这个 手机 那个 现在 的 套餐 是 怎么样 的   您 这个 是 八块钱 的 套餐 了   它 里面 包含 的
您好 很 高兴 为您服务   呃 请 帮 我 查询 一下 那个 呃 里面 有没有 想 弄 那个 什么 什么 业务 啊   噢 好 的 请稍等 我查 一下 目前 就 一个 基本 套餐 三十 八块钱 还有 两块钱 来电 提醒   其他 没有 了 噢 三十八 套餐 的 那个 弄掉 去 吧
您好 请 讲   喂 您好 诶 你好 你 帮 我查 一下 这个 宽带 停 了 没有   宽带 停掉 没有 是 吗   嗯 号码 报给 你
您好 请 讲   诶 你好 诶 麻烦 你 帮 我 看 下 我 这 手机 有 什么 其他 多余 的 收费 的 业务 啊   好 的 给 您 查询 到 您 套餐 基本 费 三十八 元 钱 的 其他 时候 有 一个 九块 钱 的 手机 保障 服务 费用 这个 您 要 取消 吗   噢 给 我 取消 掉
您好 很 高兴 为您服务   诶 请问 下 我 这个 里面 还有 什么 费用 啊 一个月 是不是 只有 十八块 钱   呃 十八块 钱 套餐 没错 就 这 一个 其他 的 我 看 一下 呃 都 关 了 送 的 业务 专线 彩铃 呢 彩铃 的 来电 提醒 的 这些 都 关 了 就 只有 十八 套餐   这个 套餐 啊
恩好   您好 请 讲   诶 你好 你 看 我 有 什么 我查 我 那个 预约 做 电脑 的 套餐   呃 您 是 说 有 预约 什么
你好   你好 我 这个 电话 这个 是 什么 套餐 呐 现在   您 现在 用 的 是 我们 的 那种 三十八 套餐 三百 分钟 国内 通话 流量 一点 五个 g 省内 流量 我们 还有 额外 送 您 一百 分钟 国内 通话 送到 明年 二月 一号 那 我们 现在 数据 现在 够用 吗 你 看 一下 流量 啊 我 看 一下   嗯 嗯
你好 早上好   喂 你好   嗯 您 说   诶 我 想 问 一下 我 这边 有没有 我 这个 号码 有没有 开通 那个 流量 加油 包
您好 请 讲   哼 呃 喂 你好 我 想 问 一下 呃 我 现在 办 的 是 四十九 套 呃 四十八 套餐 是 吧   嗯 嗯   呃 那 我 想 问 一下 就是 如果 升级 为 六十八 套餐 是 可以 校园 无限 流量 吗
嗯 没 您好 请 说   喂 你好   哎 你好   谢谢 手机号码 有 什么 业务 没用 的 那 需要 的 把 它 关掉 一下
你好 中午 好   诶 你好 请问 一下 我 不是 有 那个 校园 那个 套餐 吗   校园 套餐 我 看 一下 不是 没有 啊 您 现在 用 的 是 三十 八块钱 套餐 不是 校园 的   噢 我 我 我 用 用户 卡 打电话 哦 以后
您好 有 什么 帮到 您 的 吗   喂 你好 诶 帮 我查 一下 哎 我 这个 手机 这个 什么 套餐 呢   三十 八块钱 的 就是 在 安溪 拨打 电话 有 一百 分钟 流量 有 五百 兆 这个 够 短信 也 发 一份 给 您 可以 可以 看 一下 三十 八块钱 一个月 套餐   不要 我 现在 只能 给 他 改 一下 我 看
您好 请 讲   诶 现在 那个 厦漳泉 那个 开通 没有 都 没有 反正 接听 显示 还有 还有 那个 赠 话费 的 问题 怎么 算 啊   现在 当前 开 的话 同城包 就是 你 呃 接电 接 打电话 就 跟 在 本地 价格 是 一样 的 然后 您 这 有 划分 服务区 那 就是 在 呃 漳州 或者 泉州 打算 服务区 外 的 收费 笑 了 接 是 不用 钱 的 呀   那 还 不成 两城 一家 噢 那
您好 请 讲   呃 你好 呃 你 帮 我查 一下 我本 手机 有没有 开通 什么 港澳 查询   港澳台 漫游 吗   呃 对
嗯 你好   喂   诶 请 说   我 想 问 一下 我 这个 电话 有没有 开通 一个 什么 自动 回复 短信 的 功能
您好   嗯 那 请问 一下 我 这 里面 这个 什么 套餐 我 觉得 我 没 怎么 打电话 一个月 怎么 会 那么 多钱   好 您 稍等一下 我 帮 您 看 一下 咱们 都 有 哪些 收费 类 的 业务   不
高兴 为您服务   喂 你好 我 这 部手机 的 你 看 下 我 那个 流量 上网 的 功能 有没有 开通 啊   我 看 一下 稍等一下 噢 您 本 机号码 上网 功能 有 开通 了   有 开通 吗 那 我 刚刚 开通 了 什么 没 办法 上网
您好 请 讲 零行 吧 哎 你好 有 什么 可以 帮 您   嗯 你好 你 帮 我查 一下 我 这个 手机 里面 是不是 有 一天 有加 那个 就 行网 有 加入 那个 信息 啊   我 给 您 看 一下   好 吗
您好 什 帮助 您   麻烦 你 帮帮我 查 一下 我 现在 这个 套餐 是 什么 套餐 啊   噢 套餐 里 就是 那个 畅聊卡 月租 二十 八块钱 的 这 一款 的   噢 那 我 还有 没有 开通 什么 别的
很 高兴 为您服务 您好 很 高兴 为您服务   你 帮 我 那个 查 一下 我 这个 有 什么 套餐 的   您 现在 是 五十元 的 流量 卡 套餐 里面 有 两 g 流量 还有 个 来电显示 打电话 是 两 毛钱 一分钟 的 下个月 改成 了 八十八 的 八十八 元 一千两百 分钟 打电话 我 看 一下 嗯 然后 流量 是 有 五 g 流量 的   噢 我 觉得 那个
您好 请 讲   诶 喂 你好 能 不能 帮 我查 一下 这个 这个 手机号 的 套餐 哈 还有 有没有 除了 套餐 之外 还有 没有 其他 的 定 定制   套餐 之外 有 一个 来电 提醒 还有 一个 彩印 还有 个彩铃 其他 的 就 没有 了 再见   其他 都 没有 了 吗
您好 请 说 您好   我 想 问 一下 我 这个 卡 里面 办理 了 哪些 业务 啊   噢 您 这边 就是 我们 动感地带 三十 八块钱 套餐 三十八   这个 不是 就是说 有个 三十元 五百 兆 的 那个 流量 啊
你好 请 讲 您好 您好 可以 听到 吗   喂 你好 我 那个 十元 那个 一 呃 一 百兆 的 那个 流量 费 已经 返 呃 它 开通 了 没有 啊   我 帮 您 看 一下 已经 开通 成功 了 呀 可以 用 了 一 百兆 可以 用 啊   那一 一百 用 那 它 怎么 我 那个 幺 零零 八六 打进去 的 时候 他 没有 说 我 一百 分钟 有用 了
您好 请 说   你好 我 想 问 一下 我 现在 这个 月 用 的 那个 增值 服务 是 什么 电话 要 扣 我 三块 钱 的   您 稍 等 我 看 一下 噢 来电 提醒   来电 提醒 那 还有 一个 是 那个 流量 那个 那个 什么 套餐 外 九块 九 吧 我 我 这 没有 办过 而且 我 没有 超 啊 为什么 会 有 另外 有 九块 九八 呢
就是   您好 请 讲   喂 你好 我 想 请问 一下 这个 手机号码 现在 用 的 套餐 是 哪些   啊 本机 的话 查询 是 我们 的 三十八 元 套餐 一百 分钟 流量 五百 兆 这 样子 的
您好 请 说   喂 你好 我 帮 我查 一下 我 这个 什么 套餐   我 这边 帮 您 看 了 一下 您 这 张卡 就 三十 八块钱 套餐 一百 分钟 本地 拨打 国内 电话 分钟 数 五百 兆 流量 还有 就是 宽带 还有 一个 五十块 钱 流量 套餐 两块钱 来电 提醒   那 你 帮 我 那个 三十八 的 套餐 有 一个 然后 两块钱 的 那个 来电显示 有 一个 其他 都 帮 我 取消 掉 可以 吗
您好 请 讲   喂 你好 刚刚 我 这 是 老人 老人家 用 的 手机 办 什么 套餐 啊 什么 套餐 都 不要 就 带 就 打 打电话 接 接电话 是   嗯 它 下个月 改了 一个 五十八 套餐 那就是说 五十八 不要 改 了 是 吗   不要 五十 八块钱 他 有 来 有 那么 多 电话 不 客气
您好 什么 可以 帮 您   喂 你好 你好 我 我 想查 一下 我 我 现在 这个 是 什么 套餐 啊   八十 八块钱 的   八十 八块钱 现在 是 什么 什么 个 情况
啊 您好 请 说   喂 你好 呃 你 帮 我查 一下 我 这个 手机 里面 开通 了 几集 胜 什么 什么 业务 啊   哎 噢 好 的 我 看 一下   嗯 嗯
呃 您好 请 说   啊 行 你好 啊 嗯 啊 我 我 我 现在 去 国外 了 帮 我 流量 关了 吗   流量 要 取消 是 吗 我 稍等一下 哈   啊 那 关掉
您好 请 讲   喂 你好   你好   卡 我 现在 是 开通 的 订 的 业务 是 多少
本 您好 请 讲   哎 问 一下 我 这个 我 这个 号码 有没有 什么 订购 什么 业务 啊 捆绑   好 的 马上 帮 您 确认 请 您 稍 等 呃 您 现在 来电 的 这个 号码 就是 您 自己 本身 的 月租费 每个 月 是 收取 您 一百二十八 块钱 除了 这个 以外 的话 其他 需要 您 个人 收取   项目 费用 的 业务 暂时 没有 订 没有 捆绑 什么 东西 吧
您好 请 说   是 什么 原因 我 上次 有 咨询 了 一个 就是 我 这个 套餐 我 这个 一 六 套餐 想 转成 g 套餐 那 这个 现在 什么 结果   您 这边 我 帮 您 看 一下 您 这边 下个月 改成 那个 二零一七版 的 八十八 套餐 下个月 生效 了   啊 下个月 可以 生效 是 吧
您好 很 高兴 为您服务   喂   您好 请 讲   那个 你 帮 我 看 一下 我 这个 流量 是不是 有 开通 那个 三十元 的 那个 流量 套餐 啊 啊 没错 那 你 能 帮 我 取消 吗 现在 可以 取消 了 可以 了
您好 请 讲   诶 你好 我 现在 要 去 香港 那边 我 现在 手机 的 那个 卡号 的 那个 国际漫游 开通 了 吧   我 看 一下 噢 您 稍 等   二
您好 很 高兴 为您服务   你 帮 我 查询 一下 我 这个 号码 有没有 那个 送 那个   送 宽带 您 稍 等 我 看 一下   嗯
您好 请 讲   你好 帮 我 看 一下 我 有 一个 五十块 钱 的 流量 套餐 费 是不是 啊   呃 流量 活动 啊 它 说 到 明年 二月 一号 会 自动 关掉 实际 只扣 到 十块 每个 月   现在 不能取消
你好 请问 什么 可以 帮助 你 帮 我 看 下 我 那个 什么 套餐   您 是 三十 八块钱 的 呃 叫 飞享 套餐   还有 其他 业务 吗 如果 那个 帮 我 关掉 好 的 系统 给 您 查询 其他 您 本机 目前 没有 别的 收费 了 有 个 家庭网 不好意思 怎么 知道 现在
您好 请 讲 哎 喂 你好   就是 你 帮 我 你 帮 我 看 一下 我 现在 手机 办理 的 是 什么 套餐 刚才 我 有 超过 一条 短信 嗯   那 您 稍等一下   嗯 嗯
你好 请 讲   你好 我 这边 我想查 一下 我 这个 都 有 什么 业务   噢 您 本地 的话 我 帮 您 看 了 一下 就 基本 的 飞享 八八 套餐 八十 八块钱 一个月 另外 的话 有 来电 提醒 彩铃 没有 收费 的 业务 我 帮 您 看 了 一下 就 这 三个   那个 彩铃 不要 了 吧
您好 很 高兴 为您服务   啊 喂 你好   恩 你好   请问 一下 我 这个 号码 有没有 开通 什么 业务
中午 好 请 讲   哎 你好 就是 我 这 上面 事情 不是 是不是 有 开通 那个 厦门 有 具体 已经 公司 那个 有 免费 五百 分钟 打 打电话 那 一个 吗   呃 有   他 这个 一个月 去 一个月 要 扣钱 吗
