你好 请 讲 其他   喂 您好   先生 嗯 请 讲   你 帮 我查 一下 我 这个 手机 呃订 了 哪些 套餐 能 看得出来 吗   这边 帮 您 看 了 一下 有 收费 的 业务 套餐 费 一个月 八十八 然后 这边 有 一个 来电 提醒 一个月 三块 钱 然后 有 一个 彩铃 六块 彩印 三块 手机 阅读 六块 没有 其他 扣费 了   彩铃 六块 六块 是 什么 东西 啊   彩铃 六块钱 手机 阅读 六块 彩印 三块 这些 业务 要 取消 吗   什么 阅读
您好 请 说 您好   呃 您好 你 帮 我查 一下 他 记录 里面 这个 手机号码 有 什么 套餐   呃 您 这边 就是 我们 套餐 八十 八块钱 套餐 女士 八十八 然后 另外 呢 还有 一个 五十块 钱 的 流量 十块钱 夜间 流量 两块钱 那 两个 都 给 我 取消 掉 那个 那 就 五十块 钱包 十块钱 夜间 流量 都 取消 是 吗 呃 对 没错 好 那 这 两个 业务 帮 您 下个月 取消 不转 下个月 使用 取消 掉 了 嗯 好 取消 了 那 还有 别的 会 扣钱 的 别的 就 没有 就是 我 刚才 说 了 您 的 套餐 八十八 两块 十八元 的 嗯 嗯 那 这样 就行 可以 谢谢 啊 拜拜 不 客气 噢 还有 什么 其他 帮 您 的 呢   可以 用 了
您好 请 说   看看 我 这个 我 这个 套餐 不是 今天 不是 改掉 了   嗯   不能 我 那 改 改掉 就是 是 这个 是 什么 十元 的 不是 不是 三百 分钟 还是 三百 分钟   呃 从 下个月 开始 生效 是 本地 打 国内 的 两百 分钟 然后 全国 打 全国 一百 分钟   泉州 欠 多少 好像 也 比如说 这个 打 这个 这 这种 就是 打 长途 的   全国 打 全国 的 一百 分钟 本地 打 国内 的 两百 分钟   本地 登登 的 打 过来 能能 那 那 一 百兆 的 就 就 打打 那个 长途 的 噢
诶 您好 很 高兴 为您服务 请 说   噢 您好 就是 我 里面 那个 套餐 是 属于 什么 套餐 的   噢 您好 女士 您 目前 是 十八 套餐 飞享 套餐 十八块   就是 每个 月 扣 十八块 是 吗   对 对 是 的 就是 每个 月 是 二十八   您 其他 业务 没有 吧 自由 包 那个 流量 是不是 啊   是 有 办 了 一 百兆 流量 本地 通话 一百 分钟 的 恩 还有 来电 提醒 功能 都 包含 在 里面 通   噢 那 那个 还 可以 就是 那 我 里面 有订 一个 什么 教育 中心 那个 有 吗
唉呀 您好 高兴 您 服务   诶 你好 我 问 一下 好像 我 我 这个 号码 好像 有办 那个 宽带 铁通 的 吧 是 的   啊 铁通 的 宽带 然后   对 我 好像 快 到期 了 是 吧   这个 是 吧 您 稍 等 我 看 一下 时间   干嘛   嗯 嗯 下个月 到期   噢 下个月 就 到期 了 是 吧
嗯 嗯   很 高兴 为您服务 您好   喂 你好 你 帮 我 看 下 我 这个 套餐 是 多少 的 现在   您 稍 等 我 帮 您 查询 一下 套餐 这个 是 幺 八八 的 套餐 的   如果说 我出 了 外地 我 这个 流量 里面 还 剩 多少   您 如果 在 外省 使用 的话 就 两 g 的 流量 可以 在 外省 使用   噢 好 那 我 知道 了 啊   好 我 给 您 发个 王纸 下次 点开 完 就 能查 到 流量 剩余 情况 比较 方便 稍后 稍后 试一下 其他 还有 什么 可以 帮到 您 的
您好 请 讲   喂 你好 我 想 问 一下 我 我 这个 是 什么 套餐 来算   嗯 这边 查询 用 的 是 十八 套餐 比如说 一百   嗯 嗯 啊 现在 这个 是 十八 套餐 是 吧   对 是 的   十八 套餐 是 最低 是 怎么 收费 呀   一 百兆 流量 再 加 来电显示 再 加 本地 拨打 国内 电话 一百 分钟   噢 明白 了 那 还有 什么 可以 帮 您 的 吗 呃 不用 不用
哎狂 您好 请 讲   你好 麻烦 查 一下 本 机 除了 套餐 以外 其他 业务 剩 多少 不要 办   诶 好 的 我 帮 您 看 一下 哈 哦 啊 这个 套餐 就是 移动 宽带 了 然后 您 之前 有个 手机 阅读 那个 已经 是 取消 了 没有 开 其他 业务 啊 嗯 还 需要 什么 可以 帮到 您 的   呃 你 除了 套餐 以外 什么 特级 会员 咪咕 那些 都 帮忙 取消   您 这些 业务 都 已经 没有 开通 了   噢 等于 这个 月 都 没有 了 谢谢 啊   对 已经 都 取消 了 下个月 都 没有 了 哈   噢 好 知道
嗯 嗯   您好 请 讲   喂 你好 我想查 一下 这个 手机 本 机 的话 有没有 开通 一些 什么 流量 的 业务   我 帮 您 看 一下 请 您 稍 等 流量 是 吗   对   好 稍等一下 嗯 它 没有 开通 什么 流量 业务 就是 您 的 基本 的 月租费 里面 又 送 了 五百 兆 流量 其他 没有   送 了 一 百兆 是 吧 那 现在 还 剩 多少   还 剩 多少 啊
您好 请 讲   喂 你好   请 讲 请问 什么 可以 帮助 您   啊 请问 一下 我 这个 有没有 开通 什么   您 本机 除了 三十八 套餐 您 这边 是 十月份 买 的 卡 你 套餐 里面 有 幺 二 五八 零 会员 还有 彩铃 之类 的 它 是 新 入网 赠送 要 下个月 才能 退订   噢 要 下个月 才能 退   对 它 到期 也 会 短信 提醒您 还有 来电 提醒 这些   噢 噢 没有 多少 有 什么 什么 我 刚才 有 看到 一个 信息 怎么 立即 开通 会员 什么 九块 九块 的
一点 您好 请 讲   喂 你好 我 这 部手机 有没有 开通 什么 语音 留言   好好 稍 等 帮 您 看 一下   关掉 了 帮 我 关掉   好 您 稍等一下 我 帮 您 查 一下 哈   帮 我查 一下 看 有没有 开通 有   语音 留言 没有 开 呀   那 我 这 部手机 怎么 没人 没接 的 时候 它 有 有 呃 的话 有 收费 电话费 收费
帮 我   这样 您 说 请 讲 请 说 诶   你好 那个 就是 我 这 张卡 我 这边 是 什么 套餐 啊   你好 这 号码 的话 是 和 家庭 七十九 元 套餐   七十九 元 套餐 是   啊 对 没错   噢 那 是 多少 分钟 啊   然后 里面 我 看 一下
您好 请 说   哎 你好 麻烦 你 帮 我 查询 一下 我 现在 是 什么 套餐 呀   呃 全球通 啊   全球通 二十八 的 套餐 二十八 元 啊 那 我 想 问 一下 现在 是不是 有 那种 五十八 的 套餐 就是 它 那个 流量 是 三 g 然后 通话 是 四百 分钟 的   对 是 的   好 那 你 帮 我 更改 一下 这个 吧   改成 那个 五十八 的 套餐 嗯 嗯 好 的 稍等一下 哈   好 的
你好 请 说   喂 你好 我 想 我 那个 g 的 那个 流量 用 两 g 多 我 想 转给 我 的 心 不能 用   流量 是 吗 那 您 要 做 流量 共享 的话 要 开通 这个 共享 功能 的 女士   诶 那 不是 开通 了 吗 开通 了 没有   您 这边 的话 共享 功能 要 开通 开通 完 之后 的话 您 这边 添加 号码 是 另外 收费 的   啊 另外 收费 是 多少 钱 啊   一个 号码 一个月 的话 到 今年年底 是 一个月 是 五块 钱   到 年底 吗
您好 你好 诶 帮助 嗯 帮 我查 一下 我 这 手机 有 多少 的 那个 套餐 套餐 我 看 一下 还有 什么 因为 我 这个 月 就 九月份 的 那个 收费 看 了 好像 不是 很 明白 我 想 把 它 取消 掉 重新 订   您 的 基本 套餐 是 五十元 的 然后 您 另外 有 开通 一个 五十元 的 流量 包   然后 呃   八月份 有 办理 过 六十元 六 g 流量 现在 是 没有 扣费 了 然后 您 有 加入 两个 集团 网   后面 这些 没有 了 那 两个 集团 网 收费 吗   这边 没写 要 问 集团 经办人 不怕 你 九月份 消费 里面 没有 扣费   噢 好 就是 那个 能能 帮 我 那个 五十块 的 流量 包 下个月 取消 掉 吗   可以 啊 流量 不 结转 下个月
你好   喂 你好 帮 我查 一下 我本机 是 什么 套餐 啊   十八块   十八块 那 有没有 什么 没用 的 业务   来电 提醒 然后 基本 的 十八 套餐 其他 的 业务 目前 没有   那 你 帮 我 看 一下 我 的 平均 每月 消费 多少   好 的 请稍等 上个月 您 的 消费 是 二十块   噢
哎行 您好 请 讲   哎 喂 你好 请问 看 一下 我本   可以 开通 了 什么 业务 好 的 请 稍等一下 您 手机卡 上面 的 基本 套餐 是 七十九 块钱 一个月 的   还有 其他 套餐 吗   现在 有 在 扣费 的话 只有 这 一个 七十九 块钱 的 套餐 然后 另外 有 一个 夜间 流量 包 呢 是 送 的 送到 下个月 自动 取消 没有 别的 业务 了   噢 好 的 好 的   恩好 还有 什么 帮助 您 的 吗   没有 了
晚上 好 很 高兴 为您服务   你好 帮 我查 一下 诶 幺 五二 六零 九 二二八 零六 那个 手机 有没有 加入 集团 网   幺 五二 六零 九九 二 二百 八六   对 对 对   啊 可以 加入 生   泉州 地区 就 一 g 网   噢 那 麻烦 您 这个 输入 一下 它 的 服务 密码 好不好 可以 可以 诶 好 请稍等 好 密码 正确   嗯 嗯
您好 请 讲 噢 麻烦 你 帮 我 看 下 我 那个 长途 套餐 以外 还有 什么 其他 收费 的 吗 好 的   月租费 改成 十八 了 家庭网 公司 网 开通 没什么 业务 了   家庭网 呃 什么 什么 王 还有 什么 问题 我 公司 网 家庭网 这 两个 没有 不要 挂机 哈 哦 没事儿 那 其他 什么 都 没有 了 噢   是 没开 别的 包月 收费   噢 那 好 那 谢谢 了 哈 不 客气   祝您 生活 愉快 就 这样
嗯 嗯 你好 请 说   的   呃 你好   你好 我 想 问 一下 我 这个 有没有 什么 增值 我 怎么 每天 都 在 扣费 啊   每天 会扣 费是 吧 我 看看 呃 宽带 是 每天 扣 了   宽带 每天 扣   呃 对   天扣 多少
您好 请 说   喂 你好 呃 我 想查 一下 我 这个 八十八 套餐 现在 除了 这个 套餐 以外 还有 开通 其他 什么 工   的 业务 吗 嗯 您 除了 八十八 套餐 以外 都 是 有 开通 了 一个 三十元 的 上网 流量 包 噢   其他 都 没有 了 吗   其他 没有 了   我 就 那 现在 有没有 什么 呃 这 就是 先新 的 那个 套餐 呢 现在   现在 套餐 您 可以 改 的 要是 更 高 的 一百三十八 的 但是 您 好像 都 用 不到 一百三十八 没有 必要 改 更 更新 的 套餐 呀 噢 而且 您 那个 流量 也 用 不了 那么 多 我 觉得 您 三十元 流量 包 也 可以 把 它 关掉 了   噢 那 那 那 麻烦 你 就 除了 这个 八十八 套餐 之外 的 其他 的 帮 我 关掉 了 好 吧
可以 您好 很 高兴 为您服务   诶 你好 那个 我 问 一下 我 这 这 手机卡 应该 有 什么 副 卡办 的 共享 一个 套餐 的   就 这 两个 号码 共用 一个 套餐 嘛 对 啊 有没有 先生 不好意思 我们 没有 这种 这 样子 的 功能   噢 这个 电信 版 什么 也 比较 多   呃 我 那边 没有 这种   你们 这边 有 什么 套餐 适合 小孩子   小孩 行 了 那 我 手表 上用 的 是 吧 先生   啊
您好 很 高兴 为您服务   哎 请问 一下 我 现在 这本 机号码 什么 套餐   本 机 现在 这个 号码 是 飞享 的 十八块 钱 的 套餐   噢 然后 剩 多少 分钟 一百 分钟   里面 的话 是 有 一百 分钟 的 通话 还 剩下 四十六 分钟   啊 四十六 分钟 对 我 现在 有没有 加入 明白 吗   集团 网 吗   地方 对 名字
您好 很 高兴 为您服务   喂 你好 你好 他 这个 呃 这个 号码 现在 还有 别的 业务 吗 有没有 别的   除了 您 本身 五十八 的 月租 跟 两块钱 来电 提醒 其他 就 没有 了   呃 五十 八块钱 的 月租 啊   恩对 噢 好好 好好 诶 好 的 还有 什么 可以 帮 到 您好 好好 谢谢 谢谢 好 那 祝您 生活 愉快
流量 你好   麻烦 你 帮 我查 一下 我 这个 宽带 是 一 百兆 还是 五十 兆 的 什么 怎么 这么 卡   呃 您 说 宽带 是 吗 还是 我 帮 您 转 一下 宽带 专家 帮 您 看 一下 您 的 问题 帮 您 转接
哎 你 等 一下   您好 喂 您好 你 帮 我 查询 一下 我 开通 一些 什么 东西   哪些 业务 是 吗   嗯 帮 我 稍等一下 啊 嗯 嗯   您 套餐 就 三十八 元 的 套餐 额外 的话 这边 有 一个 g 的 省内 流量 那个 是 赠送 的 到 这个 月底 会 自动 失效 了 其他 的 业务 我 帮 您 查询 了 一下 就 没有   没 到 这个 月 月底 三十 八块钱 的 套 套餐 都 帮 我 弄掉 吧 我 不要 了   那 就 改 最 便宜 的 套餐 吧 因为 每张 卡 都 有 个 套餐 那帮 您 改 八块钱 套餐 可以 吗 没有 流量 的   噢 可以 可以
很 高兴 为您服务   喂 你好   帮 我 看 一下   我 那个 昨天 他 什么 那个 电 移动 的 那个 有 什么 那个 营业厅 能 不能 打电话 他 说 申请 了 五十八 元 的 套餐 是 下个月 生效 有没有 办理 啊   稍等一下   好   我 这边 看 了 一下 您 有 答应 吗 目前 帮 您 看到 还 没有 生效 噢   那 那 那 他 营业厅 他妈的 是 是不是 诈骗 啊
您好 有 什么 可以 帮 您   喂 你好   您好   听 得到 吧 可以 听到 您 说 我 问 一下 我本机 是 什么 套餐 呐   本 机 这个 是 十八块 钱 的 套餐   噢 行 那 谢谢 你 啊   不 客气 那 还有 什么 能 帮 您
您好 请 说   你好 你 帮 我查 一下 我 这个 手机号 开 了 什么 套餐   好 您 稍 等 您好 先生 这个 基本 套餐 是 三十八 的 套餐 另外 有 多 呃 办理 一个多 人 保底 的 宽带 活动 除了 这个 之外 还有 一个 三十元 五百 兆 流量 包 这个 三十 您 还 需要 吗   呃 这个 不要 了 这个 这个 那 就是 下个月   额 我 帮 您 登记 一下 月底 关掉 这个 月 费用 正常 使用 流量 用到 月底 到期 流量 自动 清零 那 除了 这个 之外 的话 我 这边 帮 您 看 了 一下 的话 您 的 手机 这边 还有 订购 的 腾讯 的 一个 超级 qq 开 一个 彩印 彩印 还要 不要   彩印 要钱 吗   彩印 三块 然后 超级 qq 一个月 是 十块钱   呃 那 你 超 呃 彩印 帮 我 取消 了
您好 很 高兴 为您服务   诶 诶 您好 我 想 请问 一下 就是 除了 套餐 以外 其他 没用 的 那些 东西   嗯 我 帮 您 查 一下 噢 稍 等   嗯 嗯 那边 退出 月 以内   您好 帮 您 查 了 一下 目前 除了 基本 套餐 以外 有 一个 来电 提醒 两块 还有 一个 是 咪 咕 动漫 五块 钱 这 两个 都 取消 吗   诶 动漫 动漫 取消 噢 好 的   然后 帮 您 看 了 一下 还有 家庭网 跟 那个 集团 网 这 两个 呢   你 家庭网 留着
您好 请 讲 喂 你好 您好 呃 诶 可以 帮 我 这个 手机 问 一下 是 它 这个 套餐 什么 的 噢 它 这个 十八块 钱 套餐 一 百兆 流量 一百 分钟 通话 赠送 来电显示 的 那 可以 改成 三十八 的 吗 可以 呀 你 要 改成 三十八 的 是 一点 五 g 流量 然后 三百 分钟 通话 那种 吗   对 对 对 对 它   也 是 全球通 的 那个 噢 再 噢 那 就 改成 那个 八   它 那个   它 那个 的话 一点一点 五 g 流量 其中 一点 四 g 是 只能 在 福建省 内 使用 的   这个   不送 省内 使用 对   嗯
服务 您好 请 讲 诶 你好   你 帮 我查 一下 这个 号 有 什么 套餐   嗯 您 这个 号码 的话 是 有 一个 基本 套餐 十八块 钱 的   十八块 钱 的 呃 这个 十八块 钱 它 是 有 哪 一些 优惠   它 里面 是 包含 本地 拨打 国内 电话 一百 分钟 国内 流量 一 百兆 的   噢 除了 十八 其他 有 吗   噢 没有 其他 就 没有 就 没有 一个 基本 套餐 费 十八 其他 都 没有   那 就 超过 了 一百 一百 分钟 就是 开始 进行 备 的 是 吗
嗯 您好 请 说   喂 您好 我 想 问 一下 就是 我 下个月 不是 改成 三十八 那个 什么 新飞 享 三十八 套餐 对 对 没错 然后 然后 你 你 能 不能 帮 我 看 一下 我 这个 套餐 应该 没有 时限 的 吧 因为 我 的 他 那个 套餐 不是 我 自己 打电话 来 这边 改 的   对 下个月 生效 的 你 不要 它 是 吗   不是 不是 不要 他 只有 你们 移动 客服 呃 教 我 换 的 吗 然后 然后 我 我 我 听 他们 说 我 之前 就是 有 这 样子 移动 客服 打电话 给 我 叫 我 换 之后 好像 它 那个 生效 七 它 只有 一年 啊 是不是 我 明年 下 然后 我 就 不能 再用 这个 套餐   不是 不是 它 这个 有效期 是 很长 您 只要 中途 取消 它 这个 套餐 就 一直 是 这样 的   噢 我 知道 你 那 就 就是 我 这 这次 就是 正常 的 套餐 不会 像 我 以前 那 样子 噢 有 客服 给 我 打电话 然后 那个 有效期 到 了 还是 东西 都 没 掉 了 吧   啊 不会 不会 放心   噢 那 就 行 那 就是 反正 如果 我 不用 了 打 打电话 取消 要不然 就 一直 都 在 是 吧
您好 请 讲   诶 哎 你好 麻烦 帮 我查 一下 本 机 什么 套餐 嗯 查过 了 哎 一个 五十八 元 的 飞享 套餐 那 我查 的 哎行 飞享 为 您   跟 您 听 不 清楚   呃 现在 是 多少 钱 套餐   五十八 元 套餐   这个 月 吗   对 这个 月 因为 您 这边 的话 是 十月 一号 生效 的 吗 五十八 的   噢 噢 噢 噢 噢
您好 高兴 为您服务   你 帮 我查 一下 这个 这部 卡 这 这 张卡 开通 了 什么 那个 业务   好 您 稍 等 我查 一下 您 这 张卡 是 一张 任 我 用 的 一张 副 卡 每个 月 就是 十块钱 的 十块钱 有 做 代付 然后 有 一 g 的 省内 通用 流量   这是 主卡 代付 啊   呃 对   那 我 这 这 张卡 有钱 不能 付 啊   这 张卡 您 是 代付 的 这 张卡 以前 用 不到 用 不到 这个 钱 不能 充到 这 张卡 里面   噢
