你好 请 讲 其他   先生 嗯 请 讲   这边 帮 您 看 了 一下 有 收费 的 业务 套餐 费 一个月 八十八 然后 这边 有 一个 来电 提醒 一个月 三块 钱 然后 有 一个 彩铃 六块 彩印 三块 手机 阅读 六块 没有 其他 扣费 了   彩铃 六块钱 手机 阅读 六块 彩印 三块 这些 业务 要 取消 吗
嗯 嗯 您好 感谢您 的 耐 您好 请 说   嗯 国际漫游 功能 我 这边 看 了 一下 有开   诶 对   一百二十八 是 吗 可以 改 但是 要 辛苦 跑 一趟 营业厅 去 办要 到 营业厅 去 更改 到 营业厅 去 哎 对
您好 很 高兴 为您服务   好 的 稍等一下 现在 您 总共 诶 等 一下 啊 呃 您 现在 这个 号码 是 户主 我 稍后 把 您 的 家庭成员 的 信息 都 发给您 看 一下 吗   嗯 幺 八七 六零 二六 幺 三 五九   嗯 目前 通过 系统 显示 是 有 在 这 里面 的 它 都 是 跟 您 在 本地 打 呢
哎 好 您好 请 讲   嗯 嗯 可以 好 我 看 一下 稍 等   嗯 本机 的话 您 现在 有交 了 两个 一个 是 莆田市 科技网 还有 一个 之前 是 水利局 办公 专网 就 这 两个 工网 厅   呢 就是 无限量 了
您好 请 讲   有 开通 什么 业务 是 吗   恩 您 这个 好 除了 一个 九元 月租 卡嘛 彩铃 是 给 您 送 的 十二月份 会 自动 取消 那 您 还有 一个 来电 提醒 跟 彩印 这个 要 帮 您 关掉 吗   没有 它 包含 来电显示 没有 含 来电 提醒 它 来电显示 是 显示 号码 提醒 是 手机 关机 没有 信号 短信 提醒 的 这 两个 不 一样
中午 好 很 高兴 为您服务   有 开通 的 是 三十八 元 套餐 这 样子 呃 其他 业务 的话 目前 查询 没有 啦   嗯 您 是 说 我 可以 帮助 到 您 的
您好 请 讲   您好   我 给 您 看 一下   没有 啊
您好 请 说   您 现在 收费 就 一个 五十八 的 基本 套餐 跟 一个 五十块 的 流量 套餐   还有 加入 家庭网 是 别人 加 您 免费 的 还有 加入 集团 网 也 是 免费 的 另外 需要 收费 的 有 个 叫 教育 专题 一个月 六块钱 教育 专席 要 关掉 吗   好 的 那 帮 您 申请 帮 您 立即 取消 其他 帮 您 查询 就 没有 开通 了
嗯 您好 高兴 您 服务 行   好 马上 查查 一下 上网 功能 关掉 了   上网 功能 已经 关掉 了   除了 一个 基本 包 套餐 三 十八块 其他 收费 业务 都 没开
您好 请 讲   诶 怎么 那   好 的 现在 现在 用 的 是 三十八 的 月租 其他 的 增值 业务 也 都 没有 开 就是 月租 三十八 只有 月租 三十八 的 是 的 其他 都 没开   因为 一两分钟 跟 流量 都 超 了
但 啊 您好 请 讲   请 说   呃 您好 本机 有 收费 的 业务 就是 一个 除了 三十八 的 套餐 之外 剩下 的 就是 一些 那种 来电 提醒 然后 有个 咪 咕彩铃 阅读 包 动漫 包等 这些 业务   对 啊 这些 另外 收费 的 有些 彩铃要 六块 咪咕 特级 包
您好 请 说   还有 呢   有 没 密码   呃 幺 八七 五 三个 零 九五 六八 是 吧
嗯 已经 试过 了 感谢您 的 关心   就是 到 一 八年 一月 十八号   对 明年 一月 十八号   是 接下来 就 用 这个 六个 g 的 还有 四千 四百 七十 兆
您好   嗯 我 看 一下   您 套餐 是 三十 八块钱 的 然后 有个 咪 咕 动漫 五块 钱 啊   那 还有 什么 需要 帮助 您 吗
您好 很 高兴 为您服务 你好   请 说   呃 您 这 里面 一个 基本 套餐 以外 的话 就 三十 有 一个 来电 来电 提醒 两块钱 有 一个 咪咕 游戏 玩家 五块 钱 这个 要 取消 吗   其他 的话 这边 帮 您 查询 了 哦 没有 额外收费 的 没有 了
嗯 好 请 您好 请 讲   呃 十八块 钱 的 套餐   噢 那 八元 套餐 您 在 南平 哪里 在 南平 建阳 用 是 吗   噢 那 我 就 给 您 改成 八元 没有 流量 的 然后 有 三十分钟 您 在 进来 您 在 建阳 内 可以 用 的 三十分钟 啊
您好 请 讲 你好   您 现在 套餐 是 吗 现在 套餐 是 五十八 的 通话 套餐 七十 元 流量 套餐 还 多交 了 一个 三十元 的 流量 包   保底 消费 我 看 一下 呃 保底 消费 一百 五 还 没有 结束 啊 要 到 一 八年 的 二月 一号 结束 还有 四个 月 十 为什么   对 啊 总共 是 一年 的 时间
很 高兴 您 服务   你好   好   很 抱歉 没有 办法 办理
您好 请 讲   流量 就 您 三十八 里面 自带 的 那个 五百 兆 啊 没有 额外 的   嗯 自带 的 这个 它 只能 说 改成 别的 套餐 这 一块 要 改 我 帮 您 查询   那 如果 改 的话 它 可以 再 低 一个 档次 到 二十八 那种 然后 月底 消费 三十块 这 样子
您好 请 讲   您 本机 有 收费 业务 目前 的话 只有 那个 三十 八块钱 的 月租 其他 业务 的话 就 说 没有 开通 了 您 主要 扣 了 比较 多 的 费用 是因为 您 上个月 打电话 打 了 十九块 多   对   您 上个月 只有 充值 的话 八十块 钱 的 费用 然后 呢 您 这边 的话 上个月 您 上个月 只有 充 八十块 钱 的 话费
您好 很 高兴 为您服务   您好   套餐 您 现在 是 八块钱 的 套餐 噢 打电话 就 三十分钟 然后 全国 接 免费   资费 的 没有 其他 的 呀 你 就是 一个 特 这个 八元 套餐 啊
您好 请 说   呃 对 三十元 流量 包 那个 就 到 这个 月底 到期 要 给 您 取消 了 是 吗   啊 好 那 取消 当月 流量 不 结转 次 月 失效 我 就 帮 您 取消 掉 哈   嗯 好办 好 了 还有 什么 可以 帮 您
除了 这个 以外 呢 有 一个 九块 钱 那个 优酷 的 一个 视频 流量 包 那个 要 帮 您 取消 掉 吗   好 这个 帮 您 取消 然后 剩下 一个 家庭网 有 收费 其他 就 没有 收费 了   就是 五五 幺 五二 那个 互打 三百 分钟 免费 的   好 这个 也 取消 那 就 只 剩下 您 的 基本 套餐 其他 就 没有 收费 了
嗯 嗯 好 你好 请 讲   嗯 嗯   嗯 先生 您 说 哪 一个 网是 这个 凤山 街道 办事处 凤凰山 街道 办事处 的 这个 吗 这个 网 我 帮 您 查询 确实 是 已经 有交 成功 了   嗯 先生 您 稍 等 我 看 一下 这个 帮 您 看 了 一下 都 交 成功 了 就 看 一下 是不是 集团 客户经理 那边 没有 帮 您 把 这个 集团 短号 的 功能 给 您 开 起来 再 连接 您 联系 下 您 的 集团 客户经理
嗯 哼 嗯 您好 请 讲   你好   恩 就是 漫游 接电话 都 免费 打电话 三百 分钟 以内 那 打 完 之后 一毛 九 每分钟   呃 对 包含 在 套餐 里面
您好 什么 可以 帮助 您   开通 什么 收费 业务 是 吗   麻烦 您 稍等一下 哈好 先生 您好 帮 您 查询 了 一下 本 机号码 的话 就是 开通 了 一个 基本 套餐 每个 月 十八块 钱 然后 这边 的话 在 这个 月 我们 还有 给 您 赠送 了 呃 您 这边 有 开通 那个 叫做 手机 彩铃好 您 还要 不要 啦   噢 好 的 那 其他 的话 就 没有 了 先生 就是 一个 套餐 十八块 钱 我 给 您 开通 的 一个 手机 彩铃 的 业务
你好 请 讲   三十 g   有 一个 三   噢 我 有 看见 一个三十 g 的 流量 年 包
你好 请 说   好 的 您 稍等一下 嗯 嗯   诶 你好 女士 感谢您 耐心 等待 我 这边 给 您 查 了 一下 呢 您 现在 的 套餐 就 有 个 八块钱 的 其他 的 业务 都 没有 了   还有 其他 问题 吗
嗯 哼   您 现在 是 新飞 享 三十 八块钱 的 套餐   噢 我 帮 您 看 一下 您 稍 等 那 我 看 了 一下 您 这个 可以 更改 啊 您 看 一下 要 改 更 多 还是 更少 的   改成 飞享 十八元 就是 一 百兆 的 流量 一百 分钟 本地 打 国内 分钟 数 和
您好 请 说   可以 的 您 这 套餐 的话 就是 八十八 的 三百五十 分钟 三百 兆 流量 有 一个 来电 提醒 三块 钱 还有 个 彩印 三块 其他 的 业务 我 帮 您 看到 就 没有 啦   我们 有 十八 的 三十八 的 五十八 的 还有 八十八 的 一百二十八 的   十八 的话 是 一百 分钟 一 百兆 分钟 数 就是 在 泉州 本地 使用 的 超过 一分钟 一毛 九
您好 很 高兴 为您服务   月租 您 再 取消 吗 还是 什么 啊 要 取消 掉   噢 好 的   我 帮 您 看 一下 稍等一下
您好 很 高兴 为您服务   噢 好 的 那 您 本 机号码 月租费 八块钱 那 另外 的话 是 有 个 来电 提醒 还有 个 彩印 那 这 两个 业务 的话 它 这边 是 给 您 有 赠送 的 到 十二月 一号 到期 就 会 自动 取消 其他 的 我 这边 帮 您 查询 那 您 这 张卡 的话 其他 就 没有 什么 有 扣费 的 业务 了   噢 对 那个 是 赠送 的 好好   恩 不 客气 那 还有 什么 可以 帮到 您
您好 请 讲   呃 三十 八块钱 套餐 一个月   流量 是 五百 兆 然后 一百 分钟   流量 吗
您好 请 说   请稍等 还有 的 有 个 幺 八三 的 号码 吧 流量 送给 您 的   啊 会 的   可以 请问 您 自己 的 服务 密码 知道 吗
您好 请 讲   您 是 说 这 张卡 现在 看 什么 套餐 是 吗   就是 一个 来电 提醒 还有 一个 是 彩铃 功能 这两项 您 已经 是 取消 了 呀   对 没错
行 啊 您好 请 讲 哎 你好   很 抱歉 女士 首先 呢 微信 它 这个 业务 不是 移动 的 业务 啊 它 为什么 怎么 发送信息 已经 怎么 提醒 的话 我们 这边 前台 没有 办法 具体 的 核对 的 您 可能 要 打 一下 微信 客服 问 一下 了   对 因为 这个 功能 这个 软件 是 有 微信 腾讯 公司 提供 的   拨打 幺 幺 四 号码 百事通 问 一下 微信 客服 电话 多少 然后 询问 一下 微信 客服
您好 请 讲   呃 我 刚刚 查 了 一下 你 现在 号码 就 一个 十三块 钱 的 套餐 然后 呃 其他 收费 的 套餐 业务 就 没有 看到 了   别的 没 看到   话费 剩四 百八十块 四毛 九
您好 请 说   您 现在 用 的 是 四 g 飞享 三十八 元 套餐   噢 这个 月 您 消费 了 五十 一块 多 就 一个 套餐 费 三十八 好 现在 有 来电 提醒 啊 彩铃 啊 可以 保障 服务 啊 彩印 啊 这 几个 功能 扣 的   嗯 这个 这个 是 也 目前 您 这个 也 是 活动 赠送 的 有 返还 的
您好 请 讲   诶 您 说   宽带 吗   是
你好 请 说   嗯 对 是 飞享 然后 呢   是 省内 五 g 我 看 一下 您 这 五 g 流量 都 用 完 不 对 啊 您 是 十七号 才 开打 的 这个 月 还 没有 五 g 流量   这个 月 是 只有 四点 四千 六百 七十六 兆 四 g 的 七百 六十四 兆 没有 五个 g
您好 很 高兴 为您服务   嗯 宽带 的 九十九 元 套餐   要 还款 宽带 要换 的话 要 到 营业厅 去 更换 了 我 就 更换 帮 您 看 一下 噢 嗯 您 说   换 套餐 是 要 到 营业厅 那边 去 更换 的 而且 看到 的话 您 这边 有 活动 活动 要 取消 掉 的话 是 要 交 违约金 然后 到时候 而且 它 这个 有 要求 是 只能 往高 的 改 不能 往低 的 改
您好 请 说 您好   啊 您 这 是 十八 的 飞享 套餐   十八块 钱 里面 是 包含 一百 分钟 一 百兆 的 流量   对 是 的 如果 您 是 说 他 手机 上面 开通 的 业务
你好   您好   好 的 稍等一下 还有 一个 动漫 三块 钱 取消 吧   好
换 的话 是 下个月 一号 生效 这个 月 还 没 生效   注销 注销 什么   对 呀 您 换 十八 但 您 下个月 有 改 八十八 了   下个月 有 改 了 一个 八十八 目前 这边 有 这个 记录 啊 那 您 现在 还是 要 用 十八 是 吗
下午 好 很 高兴 为您服务   套餐 是 吗   咱们 现在 是 飞享 八十八 月租 是 八十 八块钱 其他 的 这边 就 没 了 对   有 啊 二十八 赠送 国内 打 国内 有 两百 二十分钟 七百 兆 流量
你好   五 十八块   这个 月 一百 分钟 的话 目前 看才 呃 才 用 了 一分钟 还有 您 多 送 了 两百 分钟 里面 用 了 三十四 分钟 现在 大概 还有 两百 六 十五分钟   它 有 参加 活动 另外 多送 了 两百 分钟 在 本地 打 国内 移动网 内 的 电话 就 送到 这个 月 了 下个月 就 没 了
可以   呃 您 要 去 营业厅 改 照常 可以 用 好   对 您 这个 办 了 宽带 人工 台 改不了 您 的 套餐 另外 的话 就 说 您 这个 宽带 不是 第一年 赠送 的 吗 那 改 了 之后 的话 呢 您 本来 是 赠送 到 明年 的 四月 一号 嘛 如果说 有 更改 的话 就 没有 赠送 的 较 多 欠费 了 诶 对 哦 这 样子 那 我 一年 后 再 来 改 是不是 嗯 四月 一号 您 可以 等到 明年 三月份 改 三月份 三月 一号 生效 噢 噢 好 行行行 行行好 好 谢谢 啊 好 祝您 生活 愉快 再见
您好 请 说   恩 您好   我 看 一下 您 稍 等   您好 感谢 耐心 等待 您 这 八十八 套餐 的话 有开 了 下个月 生效
您好 很 高兴 为您服务   噢 我 帮 您 看 一下 啊 就是 设置 关机 或者 没有 信号 无应答 通话 用 完 它 就 转接 到 幺 五 二七 零三 零 三八 八七   已经 设置 好 了   应该
您好 请 讲   请 稍等一下 噢 我查 了 一下 没有   一个月 两块钱 啊   二十七 号 开通 也 要 两块 现在 确定 开 吗
您好 您好 请问 什么 帮助 您   五十八 元   那么 下个月 您 这边 话 是 那个 二十八 元   对
您好 请 说   十八块 钱   校 讯通   一个月 八块 上个月 二十五 号 开通 的 上个月 只收 四块 这个 月 要 八块
唉呀 很 高兴 为您服务 您好   嗯 嗯   祝您 回   您 是 通过 哪里 充值 的 呢
您好 很 高兴 为您服务 喂 诶 你好 请 说   噢 幺 七 二 没有 开通 那个 澳门 的 国际漫游 对 吗   诶 好 的 那 我 我 这边 查 了 一下 先生 国漫 功能 已经 开 起来 了   诶 好 的 是 澳门 会 去 几天 先生
请 讲 嗯 嗯 您好 请 说   恩 你好   我 这边 帮 您 看 了 一下 您 的 基本 套餐 还有 宽带 还有 来电 提醒 还有 和 视频 什么 会员 咪咕 会员 尊享 包 就 那个 彩铃要 不要 给 您 取消 啊   对 就是 您 这边 有彩铃要 不要 给 您 关掉
很 高兴 为您服务   请 您 稍等一下   还 没有 帮 您 更改 您 要 更改 是 吗   那 以后 您 这个 新 的
您好 请 讲   您 手机 已经 办理 了 异地 携号 的 服务 了 下个月 就 能 更改 了 归属 地 我 看看 您 更改 归属 地 过后 的 套餐 是 什么 套餐 等会儿 哎 下个月 十一号 的话 您 将 剩下 一个 和 四 g 校园 的 四十八 套餐 噢 您 现在 是 三十八 的 全球通 套餐 哈 嗯 嗯 那 还 什么 问题 吗 没有 谢谢 好 祝您 生活 愉快 不 客气 再见
好 的 您好 请 讲   呃 下个月 使用 的 套餐 是 八十 八块钱 有 还有 一千两百 分钟 跟 五五 五 g 流量 的   嗯 对 有 办理 成功 了 好 的 好 的 恩 好 那 其他 还有 什么 可以 帮到 您 的   其他 收费 服务 没有 多 申请 的
你 说   诶 你好   嗯 是 我们 全球通 一百二十八 元 的 本地 套餐   一百二十八 嗯 嗯
你好 需要 什么 帮助   嗯 可以 啊 等 下 我 把 您 套餐 资费 发短信 给 您 还 需要 什么 其他 帮助 吗
你好   你好 诶   喂 你好   好 您 稍稍 等 一下 我查 一下 先生 您 这个 手机 没有 没有 安装 宽带
早上好 请 说 诶 那个 你们 那个 机场   有 您 是 三十八 本身 是 有 带 五百 兆 的 上网 流量   本身 有带 五百 兆 的 流量 那 不够 用 我 也 没 流量 包 的 单独 买 的 吧 有 如果 您 不够 的话 我们 现在 有个 特享 流量 包 六十块 钱 六 gp 的 有效期 是 一百八十 天 就 相当于 半年 半年 的 时间 之内 都 可以 使用 嗯 我 我 没 东西 你 这个 李先生 您 花 六十块 钱 买 一下 流量 包它 有 六 千兆 的 流量 在 这个 一百八十 天 就 相当于 半年 的 时间 之内 都 可以 使用   六 千兆
