诶 你好   呃 请 说   哎 你好 诶 我 像 我 这个 手机 如果 是 在 跨地区 一分钟 是 多少 钱 呐 打   帮 我查 一下 您 稍等一下 您 这 张卡 现在 是 在 整个 大陆 打 大陆 的 移动 六分 大陆 打 联通 电信 是 两毛
您好 很 高兴 服务   唉 我 想 问问 那个 台湾地区 那个 长途电话   台湾 您 已经 办过 了 呀 国际漫游 打开 之后 全球 都 可以 去   那么 它 的 资费 是 怎么 算 的 用
您好 很 高兴 服务   呃 您好 帮 我查 一下 幺 三 七七   幺 三 七七   四 三八 二
您好 高兴 为您服务 您好   呃 您好 我 现在 那个 套餐 是   短信 的 路由器 吗 呃 您 说 什么 费用   流量 的
您好 很 高兴 为您服务   唉 你好 如果 我 在 上海 这边 开通 一 百兆 流量 需要 多少 钱   我们 可选包 的话 十块钱 一 百兆   十块钱 一 百兆
您好 很 高兴 为您服务   唉 你好 我 就是 我 想 说 这台 手机 就 刚 我 打 过来 过 了 然后 说 那个 现在 办 流量 的话 是 刚刚 好像 三十几块 然后 是 七百多 兆 是 吧   噢 就 当月 的 流量 是 吧   唉 对 当月 的 因为 您 上次 刚充 过 二十
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 那个 宽带 一年 多少 钱   嗯 宽带 我们 现在 最低 的 是 二十 兆 的 我 看 您 这个 号码 已经 参加 了 一个 两 百兆 的 个人消费 送 宽带 的 活动 的   对 我 知道 了 您 这边 是 我 现在 想 我 现在 要 单独 在 哪 一个
您好 很 高兴 服务   在 那个 韩国 三天 的 那个 包 流量 是 多少 钱 啊   六十八   六十八 是 吧
好 很 高兴 为您服务   喂 你好   昨天晚上   唉 我 刚才 电话 进来 过 了 后来 打 了 一半 怎么 没有 了 他 他 他 他 那个 这个 我 也 不 知道 那 我 我 我 问 一下 我 这个 宽带 现在 我 今年 我 想 呃 因为 昨天 我 收到 查 一下 短消息 叫 我 交费 的 那么 我 不 知道 今年 我 这个 宽带 交 多少 钱 你 你 那边 的话
拨   喂 你好 你好   好   刚才 你们 一零 幺 零零 八六给 我 给 我 打电话 喂
您好 兴 为您服务 您好   你好 那个 我 想 改 那个 一百 分钟 的 套餐 多少 钱 呢   一百 一百 分钟 的 通话时间 是 吗   对
您好 高兴 为您服务 您好   喂 你好 你 看 我 呃 我 想 问 一下 呃 呃 我 开通 的 如果 我 开通 国际漫游 到 澳门 去 打电话 一个 分钟 是 多少 钱   开通 澳门 国际漫游   对
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 我 这个 月租费 多少 钱 一 最低 话费 说   没有 就 您 现在 是 十块钱 的 神州行 大众卡 再 加上 一块钱 的 ip 国内长途 优惠 包   噢 那 就是 意思 呢 对 给 您 现在 不要 长途 还有 说 我 跟 你 说
您好 请 讲   呃 我 问 一下 我 这个 月 就是 套餐 费 多少 钱 一个月 的   套餐 对 吧 这个 月 套餐 的话 您 这边 是 九十八 块 一个月 先生 九十八 一个月   包含 什么
您好 很 高兴 服务   喂 你好 我 好像 是 另外 一个 手机 退 了   嗯   昨天 我
您好 很 高兴 为您服务   你好 我 想 问 一下 我 那个 我 现在 这个 或者 有 一个 保 商住 两用 的 现在 用 你们 中国移动 的 宽带 覆盖 所以 我 想 问 一下 价格   噢 好 那 你 把 这边 的 地址 报 一下 我查 一下 确认 和 有没有 资源 覆盖 和 对应 的 价格 上海市   普陀区
也 就   您好 很 高兴 为您服务   唉 你 帮 我查 一下 我 这个 那个 我想 问下 我们 集团 那个 话费 的话 是 多少 钱 一分钟 的   您 这个 套餐 吗
您好 很 高兴 为您服务   唉 你好 你好   嗯 您好 请 说   哎 我 那 就 我 昨天 嘛 有 一个 就是 弄 了 一个 视频 定向 那个 那个 是 不要 钱 的 是 吧
很 高兴 为您服务   唉 我 有 个 问题 我 的 手机 啊 流量 刚刚 申请 的 是 两个 g 的 对 吧 今天 早上 还 没用 了 打开 就是 一点 九八 八八 三 最低 是 什么 意思 啊 怎么 没有 两个 gb 的   哪个 手机号码 您 能 报 一下 吧 幺 三五 二 四八 幺 幺 三 八七 二 四八 幺 幺 三 八七 是 吧 密码 知道 吗   密码 我报 身份证 号码 可以 吗
您好 很 高兴 为您服务   呃 我 想 请问 一下 如果 我 这个 手机 啊 呃 发 信息 套 呃 美国 去 嗯 一条 信息 要 多少 钱   一块钱   块钱 是 吧
您好 很 高兴 为您服务   喂 你好 你 帮 我 帮 我 现在 查 一下 这个 号码 是 用 他 这个 通话 分钟 数是 多少 钱 一分钟 啊   对 一毛 九 一分钟 一毛 九 一分钟 是 吧 那 现在 流量 还有 多少 流量 你 总共 是 一 百兆 目前 还 剩 多少 的话 请 您 发短信 四个 六发 到 幺 零零 八六 查询 一下   噢 好好
您好 很 高兴 服务   唉 你好 我 问 一下 就是 香港 的 那个 算 的   噢 您 那边 听 不 太 清楚 女士 香港 是 吗   我 说 你们 我 说 在 香港 的 那个 上网 的 费用 是 怎么 算 的
恩 您好 很 高兴 为您服务   喂 你好 我 想 问 一下 我 现在 有个 家庭 副 号码 在 重庆 打 接电话 多少 钱   您 是 上海 的 号码 去 外地 是 吧   呃 上海 的 号码 到 我 一个 号码
您好 很 高兴 为您服务   你好 麻烦 你 帮 我查 一下 我 这个 集团 集团 包 的话 每个 月 是 五块 钱 对 吧   集团 呃 您 说 是 公司 短号 服务 对 吧   对 的
您好 很 高兴 服务   你 看看 我 的 那个 幺 三五 零 的 号码 为什么 要说 我 那个 什么 魔盒 的 什么 魔百盒 多少 钱 啊   稍 等 我 给 您 查 一下 您 这个 魔百盒 的话 是 赠送给 您 联系 在 账单 上面 会 显示 收费 但是 我们 会 每个 月 会 送 您 二十块 钱 话费 帮 您 底 这个 费用 呢   那 你 今天 我来 了 但是 怎么 还是 一百五十块 钱
您好 很 高兴 服务   啊 我 想 问 一下 啊 这个 现在 每个 月 的 四 g 流量 的 事情 是不是 有 赠送 啊   吧 嗯 那 对 您 套餐 的话 有 送 本地 流量   送 多少 呢
您好 很 高兴 为您服务   你好 我 我 想 咨询 一下 那个 宽带 就是 我 或者 是 那个 就要 安装 那个 宽带 了 消费 满 多少 钱   最低 消费 八十八 送 五十 兆 您 什么 地方 要装 宽带 我 帮 您 查 一下 资源 情况   上海市 青浦区 嗯 华新 镇 就 本身
您好 很 高兴 为您服务   请问 你 那个 录音 咕 视频 流量 是 有的是 明天 是 增加 我们 的 电话   就 看咪咕 视频 就是 手机 上面 安装 咪咕 视频 这个 软件 在 上海 看 这个 软件 里 的 视频 才能 用 的   报备 的 是不是 我 跟 别人 通话
很 高兴 为您服务   哎 你好 我想查 一下 一个 幺 三九 幺 六五 九四 九五 他 那个 神洲 套餐 一个月 是 多少 钱 的   我 打 一下 号码 幺 三九 幺 六五 多少   九四 九五 五
您好 很 高兴 为您服务   外三 m 六 就 刚才 我 就是 刚刚 呃 包括 的 有 就是 在 问过 就是 要 到 国外 吗 他 说 要 三十块 钱 它 发个 短信 给 我 三十块 钱 我   你 说 流量 是 吧   唉 就是 流量 呀
您好 兴 为您服务   唉 你好 是 这样 的 就是 我 想 咨询 一下 那个 国际漫游 是 怎么 收费 的   呃 您 去 哪个 国家 呀   去 泰国
您好 很 高兴 为您服务   唉 你好 我 问 一下 那个 移动 的 宽带 一年 是 多少 钱   二十 兆 的话 呢 是 七百 六 一年 五十 兆 的 九百 六一 百兆 的 一千零六 十 呃 噢   就是 不 客气 我们 家 之前 有 那个 什么 那个 路由器 和 那个 网线 然后 我 续费 的话 我 不 知道 怎么 去 了 我 也 不 知道 他 他 之前 用 的 那个 号码 刚才 跟 他 说 那个 号码 不 对 我 是 现在 怎么 如果 要是 续费 的话 还是 怎么回事
您好 很 高兴 为您服务   呃 你好 我 想 问 一下 就是说 下个月 就 呃 我 这 手机 好 可以 申请 那个 本来 不是 一个月 三 g 的 是 吧   对 对 的 流量 对   呃 流量 是 三个 g 的
您好 很 高兴 为您服务   唉 你好 我 现在 宽带 是 怎么 扣费 的   宽带 是 请问 是 哪个 手机号码 办理 的 移动 宽带 就 这个 手机号码 本 机号码 我 看 一下 请 感谢 目前 宽带 办 的 是 一个 和 家庭 宽带 它 每个 月 是 八十八 的 月租 宽带 费用 扣 八十八   我 以前 是 空号
您好 很 高兴 为您服务   喂 你好 我 咨询 一下 办理 宽带 的话 是 显示 多少 钱 呢 嗯 嗯   有 宽带 的话 有 两种 活动 一种 是 承诺 消费 满 一百零八 送 二十 兆 宽带 的 还有 是 包年 的 裸价 宽带 七百 六 一年 两年 八百 八 就是 一次性 支付 的   呃
您好 很 高兴 为您服务   这样 我 您好 我 收到 一条 短信 就是说 你们 说 我 一个 宽带 如果 不 需要的话 每天 还是 多少 呃   没 按天 扣费 一天 靠近 两 呃 扣 您 三块 五   为什么 嗯 宽带 到期 的话 如果 您 没有
您好 很 高兴 为您服务   唉 你好   恩   我 的 套餐 不是 现在 是 七十 八块钱 的 吗 然后 噢 我 上次 一百二十八 块钱 七十八 你们 那边 人 说 不能 换 但是 我 最近 最近 现在 手机 流量 就是 通电话 流量 用 的 比较 大 还 我 办个 套餐
您好 很 高兴 为您服务   喂 你好 是 这样 的 那个 嗯 现在 不是 取消 那个 漫游费 吗 恩 对 嗯 那个 我 现在 再 打 就是 我 现在 是 上海 的 号码 吗 我 在 上海 打 外地 比方说 就是 其他 省 呢 那个 话费 原来 有 一个 一块钱 的 那个 叫 什么 叫 开通 的 那个 是 吧 唉 对 现在 是不是 没有 用 出来   我 帮 您 看 一下 您 这 是 八块钱 的 套餐 稍 等 四 再见 这个 套餐 的话 您 套餐 里面 有 一个 一块钱 的 幺 七 九五 幺 的 这个 是 套餐 本身 包含 的 您 如果 是 打 的话 对 吧 现在 的话 就是 国内 主叫 如果 您 不加 就 三毛 九 一分钟 直播 三毛 九 一分钟 加 的话 就是 加幺 七 九五 幺 打 是 两毛 五两 两 毛钱 一分钟 的 可以 帮 您 把 额外 加 的 那个 定向 的 可以 取消 掉   我 想 知道 了 那就是说 那 一块钱 的 其实 是 没有 用处 的 是 吧
您好 很 高兴 为您服务   喂 先生 我 想 我 要 我 要 到 日本 去 以后 有 那个 宽带 呃 这个 漫游 国际 宽带 多少 钱 我 想 弄 个 出国 的 宽带 噢 那个 我要 问 我 儿子 不是 宽带 我 二十   去 几天   去 十天
您好 请问 用户 编号   唉 你好 我 问 一下 我 这 手机 打打 那个 区 电话 多少 钱 怎么 计费 的   比如说 只 从 国内 打 到 欧洲 那边 还是 怎么样   对 的
您好 很 高兴 为您服务   哎 你好   你好   哎 我 想 把 我 这个 手机卡 号 就是 整个 业务 啊
您好 很 高兴 为您服务 呃 我 想 本机 的话 就是说 想 添加 一个 g 的 流量 是 多少 钱   您 说 这个 临时 加 一个 g 流量   对   是 加 我 看 一下 临时 加 可以 办 这个 三十块 一 千兆 加油 包对 最近 的 这个
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 就是 我们 公司 有 有人 那个 手机 吗 他 订 了 一个 是 融合 通信 手机 互拨 优惠 功能 什么 包 月租费   那个 十块钱 的   它 这个 的话 是 呃 一个月 是 是不是 就是说 什么 打 多少 打 出去 是 几毛 的
您好 很 高兴 为您服务   哎 我 想 问 块钱 以前 不是 累计 满意 了 吗   嗯 你 先 不到   在 外地 打电话 怎么 算 的
您好 很 高兴 为您服务   唉 你好   您好   哦 我 我 问 一下 啊 今年 你 这个 电子 券是 怎么 收费 的
您好 兴 为您服务   喂 你好 我 想 问 一下 现在 这个 宽带 是 怎么 是 怎么 多少 一条 需要 多少 钱 呀   宽带 对 吧 关 的话 看 您 装 的 是 如果 是 装 口袋 宽带 的话 一年 的话 是 七百 六 二十 兆 的 然后 如果 是 那个 五十 兆 的话 一年 九百 六   哎 的 这个 怎么 这么 贵 啊 我 是 原来 注册 就 他 那边 二十多块 钱 四十八 呀 到 这个 这个 没
上   您好 很 高兴 为您服务   你好 就是 我 想 我 问 我 想 问 一下 我 这个 腾讯 视频 我 那个 三 三十 g 的 那个 流量 呃 是不是 免费 的 吗   请问 视频 的话 它 是 三十个 g 目前 二十元 是 免收 功能 费 的 优惠 到 年底 明天 开 的 时候 现在 是 不收 的
呃 您好 很 高兴 为您服务   哎 你好 我 想 问 一下 就是 公司 的 这个 移动 宽带 你们 是 怎么 收费 的   公司 呃 您 可以 把 这边 的 地址 报 一下 我查 一下 资源 和 对应 的 价格   嗯 牡丹江 路 幺 二 幺 幺 号
您好 兴 您 服务 您好   噢 那个 我 想开 那个 流量 包有 多少 钱   就 想 这个 月 加一点 流量 包是 吗   嗯
很 高兴 为您服务   喂 您好 小姐 我 前面 那个 下载 一个 和 微信 然后 我 想 问 一下 这个 东西 是 收费 怎么 收 怎么 收   盒 飞信 是 吧 您 稍等一下   噢 因为 我 这个 以前 最少 的 时候 最近 是 免费 的 然后 现在 这个 的话 是不是 要 收费
您好 兴 您   嗯 喂 你好 我 想 问 一下 就是 比如说 从 这个 月 可以 打 那个 长途 我 打 市话 的 那个 话费 是 一样 的 吗   您 现在 套餐 的话 就是 这个 情况   那 幺 那个 楼 套餐 以外 的 不是 这个 情况 是 吧
您好 很 高兴 为您服务   呃 我 要 问 一下 这个 集团 的 那个 短号 是 是 怎样 收费 的   就是 您 目前 手机 申请 的 公司 账号 对 吗 先   噢
您好 很 高兴 为您服务   啊 喂 你好 我 就是 刚刚 改 那个 套餐 我 假如 是 在 上海 范围 内用 的话 是 在 贵州 用 的 那个 打电话 怎么 算 呢   呃 一样 的 您 下个月 开始 打 出去 都 是 一毛 九 一分钟 就是 支持 在 外地 也 是 一毛 九 一分钟   哦 是 这样 的 是 吧
服务   您好   喂 你好 问 你 看 就是 我 刚才 收到 短信 说 是 指定 那个 客户端 人 每个 月 赠送 三分 当地 的 流量 那个   他 让 我 开 了 一个 十块 流量
您好 很 高兴 服务   喂 你好 我 请问 一下 您 几个 问题 好 吧 先 重新 提交 您 一下 就是 以前 就是 我 大哥 办 的 十六元 神州行 畅听版 就是 每月 十六元 畅听版 这个 是 就是 是 清 电话 是 不要 钱 的 打电话 是 多少 钱 一分钟 你 知道 吧 我 我   之前 畅听卡 十六块 一个月 的话 它 估计 现在 目前 的话 是 打 国内 电话 都 是 一毛 三 一分钟 全国 接听 免费   可以 就是 打打 外地 长途 也 是 这个 价格 对 吧
为您服务   唉 你好 我 是因为 我 这个 号码 参加 你们 移动 的 一档 其他 的 那个 那个 套餐 的 那个 呃 呃 就是 那个 地方 集团 用 我 自己 就是说 集团 内 通话 两 两百 五 集团 外 通话 三千 那个 因为 这个 号码 上 到 外地 那 我 想 问 一下 我 如果 在 外地 打 我 如果 现在 人到 外地 了 网上 还 打打 那个 情况 跟 群内 的 是从 这 里面 扣 了 还是 另外 再 付费 啊   你 你 在 外地 打 的话 就是 不管 你 打 群内 还是 去 问 都 是 在 两百五十 分钟 里面 扣 超出 都 是 一毛钱 一分钟   啊 就是 现在 两百五十 分钟 扣 那么 这 三天 是 只 限于 本地 的 是 吧
